,city,lat,lon,population
683,Running Springs,34.21,-117.115,4071
684,Rio Dell,40.502,-124.11,4056
685,Empire,37.643,-120.904,4051
686,San Joaquin,36.606,-120.19,4021
687,Wrightwood,34.35,-117.63,3984
688,Burney,40.885,-121.669,3965
689,Angels,38.071,-120.55,3956
690,North El Monte,34.103,-118.024,3933
691,Clearlake Riviera,38.951,-122.721,3930
692,Vine Hill,38.007,-122.087,3886
693,Wheatland,39.029,-121.39,3873
694,Mojave,35.014,-118.19,3855
695,Shingle Springs,38.666,-120.937,3846
696,Mission Hills,34.686,-120.44,3842
697,French Camp,37.88,-121.28,3841
698,Carmel-by-the-Sea,36.553,-121.922,3811
699,Arbuckle,39.014,-122.061,3809
700,Brooktrails,39.443,-123.396,3800
701,Freedom,36.94,-121.795,3777
702,Forestville,38.482,-122.89,3761
703,Bystrom,37.62,-120.983,3759
704,Agua Dulce,34.504,-118.316,3742
705,Avalon,33.334,-118.332,3681
706,Meadow Vista,39.003,-121.03,3679
707,Auburn Lake Trails,38.892,-120.985,3664
708,Squaw Valley,36.694,-119.2,3646
709,Felton,37.039,-122.08,3633
710,Pajaro,36.902,-121.742,3620
711,Tarpey Village,36.794,-119.701,3609
713,Moss Beach,37.518,-122.504,3604
712,Heber,32.732,-115.52,3604
714,Lake of the Pines,39.038,-121.064,3599
715,Woodbridge,38.169,-121.311,3582
716,Stallion Springs,35.094,-118.648,3581
717,Meiners Oaks,34.45,-119.273,3569
718,Kelseyville,38.97,-122.833,3560
719,Lockeford,38.151,-121.155,3521
720,Reliez Valley,37.94,-122.103,3518
721,Valley Springs,38.184,-120.815,3502
722,Granite Hills,32.803,-116.906,3500
723,Lake Isabella,35.638,-118.482,3495
724,Hidden Meadows,33.224,-117.12,3462
725,Rollingwood,37.966,-122.33,3449
726,Oakhurst,37.334,-119.648,3446
727,Mono Vista,38.012,-120.27,3446
728,Riverdale,36.43,-119.867,3433
729,San Miguel,37.887,-122.037,3433
730,Monte Sereno,37.24,-121.988,3427
731,Meadowbrook,33.725,-117.285,3414
732,Campo,32.639,-116.474,3408
733,Vandenberg AFB,34.748,-120.518,3387
734,Coronita,33.876,-117.611,3383
735,Pine Hills,40.731,-124.155,3375
736,Casa Conejo,34.185,-118.944,3372
737,Loyola,37.35,-122.098,3367
738,Kennedy,37.929,-121.246,3356
739,North Lakeport,39.088,-122.905,3351
740,Pixley,35.977,-119.289,3347
741,Lake California,40.361,-122.21,3329
742,Winchester,33.715,-117.078,3322
743,Desert Edge,33.922,-116.44,3319
744,Goshen,36.352,-119.421,3304
745,El Verano,38.298,-122.492,3295
746,Seacliff,36.977,-121.918,3286
747,Esparto,38.693,-122.024,3272
748,Crockett,38.052,-122.22,3265
749,Cambrian Park,37.256,-121.929,3258
750,Cottonwood,40.39,-122.286,3243
751,Tipton,36.058,-119.313,3238
752,Colfax,39.094,-120.953,3205
753,Hoopa,41.08,-123.697,3201
754,San Antonio Heights,34.157,-117.659,3191
755,Terra Bella,35.957,-119.033,3182
756,Angwin,38.578,-122.451,3179
757,Loma Rica,39.32,-121.404,3178
758,Morada,38.039,-121.246,3166
759,Amesti,36.958,-121.78,3163
760,East Richmond Heights,37.945,-122.314,3162
761,Weaverville,40.749,-122.927,3158
762,Nevada City,39.261,-121.023,3148
763,Marin City,37.871,-122.514,3126
764,San Andreas,38.191,-120.676,3120
765,Jamestown,37.957,-120.411,3107
766,Bonny Doon,37.044,-122.137,3096
767,Morongo Valley,34.072,-116.563,3090
768,Anza,33.568,-116.697,3076
769,Kings Beach,39.249,-120.02,3044
771,Strathmore,36.144,-119.061,3033
770,Day Valley,37.026,-121.856,3033
772,Santa Rosa Valley,34.245,-118.902,3016
773,Sutter,39.156,-121.749,3005
774,Lake Nacimiento,35.731,-120.87,2981
775,Yountville,38.396,-122.367,2966
776,Hartley,38.42,-121.952,2960
777,Las Lomas,36.869,-121.732,2924
778,Cutten,40.766,-124.145,2919
779,South Oroville,39.477,-121.544,2906
780,Channel Islands Beach,34.159,-119.223,2904
781,Lucerne,39.07,-122.776,2896
782,Ridgemark,36.808,-121.362,2872
783,Homestead Valley,34.273,-116.414,2865
784,Oasis,33.528,-116.126,2857
785,Montalvin Manor,37.998,-122.33,2852
786,Kelly Ridge,39.529,-121.466,2850
787,East Oakdale,37.785,-120.801,2839
788,Bayview,40.765,-124.179,2811
789,Penngrove,38.3,-122.671,2808
790,Pine Mountain Lake,37.86,-120.184,2772
791,Rose Hills,34.009,-118.042,2771
792,Crest,32.8,-116.867,2765
793,North Shore,33.516,-115.909,2756
794,Vista Santa Rosa,33.623,-116.213,2739
795,Val Verde,34.45,-118.672,2734
796,West Bishop,37.357,-118.454,2734
797,Weed,41.413,-122.382,2725
798,Hayfork,40.561,-123.13,2711
799,Collierville,38.214,-121.268,2698
800,Lexington Hills,37.162,-121.988,2685
801,La Selva Beach,36.928,-121.844,2679
802,Desert View Highlands,34.59,-118.154,2668
803,Dixon Lane-Meadow Creek,37.386,-118.415,2664
804,Dogtown,38.21,-121.155,2643
805,Lakeview,33.828,-117.123,2638
806,Alturas,41.49,-120.552,2638
807,Cayucos,35.438,-120.885,2630
808,Sutter Creek,38.383,-120.811,2622
809,Cabazon,33.913,-116.783,2588
810,Frazier Park,34.812,-118.954,2587
811,Georgetown,38.911,-120.836,2577
812,Caruthers,36.54,-119.845,2559
813,Edwards AFB,34.904,-117.93,2545
814,Nice,39.127,-122.853,2527
815,Ahwahnee,37.365,-119.719,2513
817,Rancho Santa Fe,33.024,-117.199,2510
816,Idyllwild-Pine Cove,33.744,-116.726,2510
818,Mission Canyon,34.453,-119.712,2508
819,Montara,37.548,-122.492,2504
820,Aromas,36.877,-121.64,2479
821,Ross,37.964,-122.562,2451
822,Parksdale,36.946,-120.021,2451
823,Bella Vista,40.65,-122.245,2427
824,Three Rivers,36.432,-118.881,2424
825,Buckhorn,38.453,-120.535,2387
826,Pine Canyon,36.176,-121.15,2369
827,Rainbow,33.41,-117.14,2360
828,Wofford Heights,35.713,-118.473,2336
829,Weldon,35.643,-118.31,2321
830,Richgrove,35.797,-119.107,2316
831,Portola,39.824,-120.473,2313
832,Twain Harte,38.038,-120.234,2311
833,Romoland,33.765,-117.157,2295
834,Arnold,38.242,-120.355,2291
835,Weedpatch,35.237,-118.912,2291
836,East Sonora,37.978,-120.341,2278
837,Sleepy Hollow,38.012,-122.588,2273
838,Clearlake Oaks,39.022,-122.659,2265
839,Poplar-Cotton Center,36.056,-119.149,2259
840,Westmorland,33.039,-115.622,2254
841,Aptos Hills-Larkin Valley,36.961,-121.834,2251
842,Shingletown,40.504,-121.86,2246
843,Sky Valley,33.891,-116.355,2227
844,Columbia,38.033,-120.41,2226
845,Boron,35.016,-117.666,2221
846,Soulsbyville,37.992,-120.262,2216
847,East Quincy,39.916,-120.919,2210
848,Murphys,38.145,-120.435,2188
849,Parkwood,36.929,-120.048,2183
850,Bethel Island,38.029,-121.64,2161
851,Corralitos,36.994,-121.789,2160
852,Chester,40.302,-121.234,2145
853,Borrego Springs,33.241,-116.357,2145
854,China Lake Acres,35.639,-117.767,2136
855,Santa Nella,37.101,-121.015,2135
856,Hamilton City,39.742,-122.012,2113
857,Bell Canyon,34.208,-118.688,2109
858,Belvedere,37.874,-122.466,2104
859,San Juan Bautista,36.846,-121.538,2104
860,Calwa,36.714,-119.761,2089
862,Fairbanks Ranch,32.992,-117.186,2085
861,Patterson Tract,36.38,-119.296,2085
863,Rouse,37.62,-121.008,2031
864,Bodfish,35.576,-118.476,2030
865,Woodlands,35.029,-120.552,2028
866,Easton,36.652,-119.791,2018
867,Seeley,32.79,-115.684,2010
868,Auberry,37.076,-119.49,2009
869,Laton,36.434,-119.692,2000
870,Taft Heights,35.134,-119.471,1998
871,Bertsch-Oceanview,41.752,-124.159,1988
872,San Pasqual,34.139,-118.103,1970
873,Quincy,39.931,-120.955,1952
874,Brookdale,37.106,-122.111,1939
875,Camino,38.741,-120.682,1903
876,Hidden Hills,34.164,-118.661,1890
877,Graton,38.438,-122.866,1889
878,Biggs,39.41,-121.713,1879
879,Warm Springs,33.707,-117.334,1874
880,Foresthill,39.005,-120.831,1856
881,Rolling Hills,33.76,-118.347,1845
882,Lone Pine,36.577,-118.078,1807
883,Piru,34.408,-118.8,1805
884,Red Corral,38.412,-120.606,1787
885,Lagunitas-Forest Knolls,38.018,-122.691,1771
886,South Taft,35.129,-119.458,1768
887,Woodville,36.09,-119.205,1763
888,Boronda,36.695,-121.674,1763
889,Pine Grove,38.407,-120.661,1762
890,South Dos Palos,36.971,-120.647,1756
891,Pine Mountain Club,34.845,-119.167,1751
892,Los Molinos,40.027,-122.098,1746
893,Elizabeth Lake,34.659,-118.378,1744
894,Le Grand,37.229,-120.254,1739
895,Toro Canyon,34.424,-119.557,1728
896,Lost Hills,35.625,-119.679,1726
897,Redwood Valley,39.269,-123.202,1713
898,Biola,36.801,-120.02,1705
899,London,36.481,-119.444,1690
900,Searles Valley,35.77,-117.397,1689
901,Rancho Tehama Reserve,40.001,-122.442,1682
902,Lake Sherwood,34.134,-118.88,1677
903,Del Rey Oaks,36.593,-121.838,1654
904,Westwood,40.305,-121.004,1645
905,Los Ranchos,35.21,-120.629,1639
906,Los Alamos,34.738,-120.278,1634
907,Black Point-Green Point,38.112,-122.519,1622
908,Temelec,38.258,-122.498,1620
909,Ladera,37.4,-122.199,1607
910,Del Rio,37.743,-121.009,1592
911,Coarsegold,37.253,-119.7,1585
912,Tuolumne City,37.962,-120.243,1583
913,Shasta,40.591,-122.48,1573
914,Leona Valley,34.615,-118.299,1571
915,Descanso,32.87,-116.628,1568
916,Dunsmuir,41.232,-122.271,1564
917,Linden,38.019,-121.099,1547
918,Big Pine,37.166,-118.295,1524
919,Home Garden,36.302,-119.636,1521
920,Willow Creek,40.938,-123.641,1513
921,Chualar,36.571,-121.51,1512
922,Colma,37.677,-122.453,1489
923,Airport,37.632,-120.977,1479
924,Pine Valley,32.842,-116.511,1477
925,Green Valley,38.261,-122.162,1472
926,Lebec,34.845,-118.899,1472
927,Monument Hills,38.664,-121.876,1466
928,Dunnigan,38.893,-121.974,1459
929,Irwindale,34.112,-117.964,1446
930,Buttonwillow,35.409,-119.441,1443
931,Midpines,37.553,-119.948,1427
932,Castle Hill,37.873,-122.057,1426
933,Eldridge,38.334,-122.506,1422
934,Janesville,40.281,-120.534,1409
935,Montague,41.728,-122.53,1398
936,Mountain Mesa,35.641,-118.405,1396
937,Allendale,38.443,-121.981,1388
938,Pioneer,38.435,-120.585,1386
939,Lewiston,40.697,-122.822,1383
940,Walnut Grove,38.248,-121.528,1364
941,Grayson,37.565,-121.179,1364
942,Redway,40.121,-123.822,1358
943,Sheridan,38.969,-121.356,1355
944,Lower Lake,38.912,-122.608,1355
945,Lake Riverside,33.517,-116.811,1354
946,Ferndale,40.58,-124.262,1352
947,Shell Ridge,37.906,-122.034,1342
948,Penn Valley,39.195,-121.194,1341
949,Thermal,33.626,-116.131,1333
950,Forest Meadows,38.166,-120.405,1327
951,Berry Creek,39.631,-121.405,1313
952,Avila Beach,35.197,-120.719,1311
953,Byron,37.876,-121.642,1304
954,Herlong,40.142,-120.14,1295
955,Del Rey,36.656,-119.599,1261
956,Mount Hermon,37.051,-122.053,1259
957,Blue Lake,40.881,-123.993,1245
958,Saticoy,34.282,-119.145,1242
959,Callender,35.048,-120.576,1215
960,Newcastle,38.868,-121.132,1208
961,Pasatiempo,37.004,-122.026,1206
962,Laytonville,39.672,-123.494,1198
963,Grizzly Flats,38.636,-120.536,1195
964,Maricopa,35.052,-119.405,1192
965,Clay,38.314,-121.16,1187
966,Malaga,36.682,-119.732,1186
967,Mariposa,37.487,-119.968,1186
968,Knightsen,37.963,-121.651,1176
969,Woodacre,38.005,-122.638,1171
970,Yosemite Valley,37.741,-119.578,1169
971,Sunnyside-Tahoe City,39.15,-120.161,1164
972,Tahoe Vista,39.248,-120.054,1158
973,Elkhorn,36.81,-121.721,1153
974,Big River,34.139,-114.36,1149
975,Alpaugh,35.888,-119.487,1145
976,Hasley Canyon,34.482,-118.666,1145
977,Palo Cedro,40.551,-122.236,1143
978,Mountain Ranch,38.251,-120.512,1141
979,Gerber,40.061,-122.148,1140
980,Covelo,39.802,-123.25,1140
981,Camanche North Shore,38.244,-120.954,1139
982,Matheny,36.171,-119.352,1137
983,Kettleman City,36.009,-119.963,1136
984,Sea Ranch,38.716,-123.453,1134
985,Acalanes Ridge,37.905,-122.079,1134
986,Johnstonville,40.379,-120.585,1132
987,Santa Margarita,35.389,-120.608,1122
988,Westhaven-Moonstone,41.045,-124.102,1110
989,Fairmead,37.078,-120.194,1105
990,Taft Mosswood,37.914,-121.283,1104
991,Fort Dick,41.866,-124.153,1097
992,Inverness,38.082,-122.847,1097
993,Shandon,35.654,-120.383,1085
994,Crowley Lake,37.569,-118.746,1077
995,Plymouth,38.478,-120.858,1076
996,Maxwell,39.277,-122.195,1076
997,Bolinas,37.918,-122.71,1074
998,West Park,36.706,-119.852,1071
999,Bradbury,34.154,-117.968,1070
1000,Hydesville,40.558,-124.082,1063
1001,McClellan Park,38.663,-121.402,1046
1002,Parklawn,37.607,-120.979,1040
1003,Knights Landing,38.798,-121.718,1036
1004,Lompico,37.11,-122.052,1035
1005,Riverdale Park,37.603,-121.042,1033
1006,Thornton,38.231,-121.425,1033
1007,Beale AFB,39.11,-121.354,1020
1008,McCloud,41.254,-122.136,1020
1009,Julian,33.074,-116.589,1019
1010,Silverado Resort,38.354,-122.256,1018
1011,Cedar Ridge,38.066,-120.274,1015
1012,Cobb,38.836,-122.723,1011
1014,Chalfant,37.51,-118.375,1005
1013,Pala,33.362,-117.07,1005
1015,Talmage,39.131,-123.165,1003
1016,Tuttletown,38.0,-120.45,1003
1017,Sultana,36.546,-119.336,1002
1018,March ARB,33.889,-117.278,989
1019,Squirrel Mountain Valley,35.618,-118.405,981
1020,Tulelake,41.953,-121.475,978
1021,Monte Rio,38.468,-123.015,977
1022,Tahoma,39.063,-120.144,974
1024,Westley,37.544,-121.204,968
1023,Cleone,39.493,-123.781,968
1025,Herald,38.291,-121.232,967
1026,Springville,36.117,-118.834,965
1027,Fruitdale,37.312,-121.936,961
1028,La Honda,37.318,-122.265,960
1029,Butte Creek Canyon,39.749,-121.697,958
1030,Minkler,36.728,-119.459,958
1031,Mountain Gate,40.718,-122.326,952
1032,Boonville,39.012,-123.374,947
1033,Wallace,38.198,-120.959,944
1034,Santa Susana,34.258,-118.666,935
1035,Lake of the Woods,34.823,-119.003,931
1036,Linnell Camp,36.309,-119.222,928
1037,Hopland,38.969,-123.117,920
1038,Garberville,40.1,-123.795,913
1039,Mesa Verde,33.596,-114.732,913
1040,Camanche Village,38.266,-120.987,903
1041,Lake Don Pedro,37.646,-120.337,901
1042,Stratford,36.188,-119.822,901
1043,Norris Canyon,37.745,-121.988,897
1044,Dorris,41.964,-121.92,897
1045,Upper Lake,39.165,-122.905,896
1046,Bodega,38.349,-122.971,892
1047,Whitewater,33.936,-116.687,890
1048,Diablo Grande,37.401,-121.27,889
1049,Plainview,36.142,-119.138,887
1050,Fuller Acres,35.302,-118.914,885
1051,Teviston,35.929,-119.278,881
1052,Fieldbrook,40.972,-124.025,880
1053,North Edwards,35.047,-117.809,880
1054,Mi-Wuk Village,38.057,-120.179,880
1055,Soda Bay,39.002,-122.779,878
1056,Deer Park,38.536,-122.468,869
1057,Walker,38.534,-119.458,858
1058,Mendocino,39.311,-123.791,855
1059,East Tulare Villa,36.204,-119.282,853
1060,Blacklake,35.05,-120.539,850
1061,Sunol,37.589,-121.885,850
1062,Summerland,34.426,-119.589,844
1063,Isleton,38.162,-121.605,844
1064,Happy Camp,41.81,-123.389,844
1065,Potrero,32.613,-116.607,841
1066,Occidental,38.4,-122.935,823
1067,Penryn,38.848,-121.17,818
1068,Greenville,40.134,-120.945,817
1069,Tranquillity,36.648,-120.252,809
1070,Aguanga,33.452,-116.856,805
1071,Dollar Point,39.19,-120.109,805
1072,East Orosi,36.548,-119.26,798
1073,Zayante,37.089,-122.041,794
1074,Manila,40.851,-124.163,793
1075,Clyde,38.025,-122.028,792
1076,Los Olivos,34.665,-120.118,791
1077,Littlerock,34.523,-117.981,786
1078,Alhambra Valley,37.966,-122.132,783
1079,Indio Hills,33.841,-116.248,782
1080,Forest Ranch,39.895,-121.67,772
1081,Geyserville,38.717,-122.903,765
1082,Traver,36.453,-119.482,754
1083,Greeley Hill,37.757,-120.129,747
1084,Bootjack,37.467,-119.889,743
1085,Middletown,38.752,-122.622,739
1086,Indianola,40.813,-124.081,739
1087,Butte Valley,39.657,-121.636,736
1088,Glen Ellen,38.356,-122.541,734
1089,Challenge-Brownsville,39.465,-121.263,719
1090,Etna,41.458,-122.895,718
1091,Kenwood,38.415,-122.539,716
1092,Delft Colony,36.512,-119.446,715
1093,Hickman,37.623,-120.753,712
1094,Loyalton,39.677,-120.245,702
1095,Inyokern,35.655,-117.821,696
1096,Fort Jones,41.608,-122.841,692
1097,Mokelumne Hill,38.306,-120.706,691
1098,North Gate,37.906,-121.998,685
1099,Gasquet,41.843,-123.973,685
1100,Tres Pinos,36.79,-121.31,683
1101,Calpella,39.232,-123.197,682
1102,Junction City,40.727,-123.062,682
1103,Millville,40.558,-122.17,678
1104,Lytle Creek,34.25,-117.504,673
1106,Waterloo,38.036,-121.185,670
1105,Lakehead,40.901,-122.392,670
1107,Bodega Bay,38.325,-123.031,665
1108,Kernville,35.753,-118.432,663
1109,New Cuyama,34.942,-119.681,660
1110,San Simeon,35.618,-121.138,658
1111,Valley Acres,35.209,-119.411,656
1112,Fulton,38.494,-122.773,655
1113,Dustin Acres,35.216,-119.375,641
1114,Ducor,35.894,-119.046,636
1116,Loleta,40.641,-124.222,632
1115,Klamath,41.532,-124.006,632
1117,Niland,33.239,-115.515,631
1118,Cohasset,39.902,-121.745,631
1119,Patton Village,40.14,-120.178,630
1120,Douglas City,40.664,-122.926,625
1121,Peters,37.976,-121.044,623
1122,Doyle,40.028,-120.117,622
1123,Seville,36.486,-119.225,614
1124,Alto,37.906,-122.519,611
1125,Caspar,39.363,-123.804,608
1126,Cedarville,41.528,-120.175,606
1127,Miranda,40.229,-123.817,605
1129,Friant,36.985,-119.713,604
1128,Catheys Valley,37.437,-120.094,604
1130,Independence,36.827,-118.213,603
1131,Stinson Beach,37.905,-122.646,600
1132,Buena Vista,38.297,-120.918,595
1133,Cold Springs,38.747,-120.876,582
1134,Madison,38.675,-121.97,581
1135,Shelter Cove,40.039,-124.056,580
1136,Allensworth,35.85,-119.389,575
1137,Desert Shores,33.404,-116.039,574
1140,Newell,41.89,-121.368,566
1138,Alta,39.214,-120.803,566
1139,River Pines,38.545,-120.748,566
1141,Avery,38.194,-120.379,561
1142,Concow,39.773,-121.52,553
1143,Paradise Park,37.006,-122.042,550
1144,Scotia,40.477,-124.103,546
1145,San Lucas,36.128,-121.022,543
1146,San Ardo,36.024,-120.907,543
1147,Bridgeport,38.256,-119.212,542
1148,Baker,35.277,-116.072,541
1149,Fort Washington,36.879,-119.761,540
1150,Ballico,37.452,-120.704,538
1151,Graeagle,39.757,-120.649,538
1152,Ballard,34.634,-120.116,529
1153,Los Berros,35.081,-120.545,528
1154,Lake Hughes,34.683,-118.459,520
1155,Wilkerson,37.279,-118.388,519
1156,Lockwood,35.941,-121.08,516
1157,Yettem,36.487,-119.255,516
1158,Round Valley,37.407,-118.582,509
1159,Rough and Ready,39.234,-121.138,499
1162,Smith River,41.925,-124.149,498
1163,Potter Valley,39.319,-123.112,498
1161,Cowan,37.56,-120.989,498
1160,Bend,40.256,-122.21,498
1164,Hamilton Branch,40.277,-121.096,495
1165,Smith Corner,35.479,-119.277,486
1166,Onyx,35.684,-118.21,478
1167,Delleker,39.81,-120.497,477
1168,Shaver Lake,37.097,-119.324,473
1169,Coleville,38.583,-119.516,464
1170,Mad River,40.432,-123.492,458
1171,Clarksburg,38.419,-121.542,456
1172,West Point,38.404,-120.537,454
1173,Carnelian Bay,39.235,-120.077,451
1175,Bass Lake,37.328,-119.567,449
1174,Point Arena,38.912,-123.696,449
1176,Diablo,37.841,-121.956,448
1177,Terminous,38.115,-121.49,446
1178,McArthur,41.042,-121.407,446
1179,Ripley,33.524,-114.653,444
1180,French Gulch,40.717,-122.631,433
1181,California Pines,41.412,-120.66,431
1182,Oak Glen,34.045,-116.95,430
1183,Bangor,39.376,-121.412,429
1185,Coloma,38.803,-120.895,427
1184,West Goshen,36.349,-119.452,427
1186,Mexican Colony,35.469,-119.269,423
1187,Chilcoot-Vinton,39.807,-120.139,422
1188,Robbins,38.867,-121.706,421
1189,Meadow Valley,39.932,-121.083,420
1190,Spreckels,36.625,-121.646,414
1191,Beckwourth,39.848,-120.411,414
1192,Raisin City,36.603,-119.909,414
1193,Forbestown,39.53,-121.269,413
1194,Lake Almanor Country Club,40.258,-121.147,408
1195,Boulevard,32.664,-116.29,405
1196,Garden Farms,35.416,-120.614,403
1197,Martell,38.362,-120.804,400
1198,Sand City,36.619,-121.848,399
1199,San Geronimo,38.007,-122.663,399
1200,Grenada,41.641,-122.526,398
1201,June Lake,37.768,-119.102,390
1202,Orick,41.291,-124.069,389
1203,Tonyville,36.247,-119.09,388
1204,Derby Acres,35.244,-119.604,386
1205,Princeton,39.403,-122.021,382
1207,Cantua Creek,36.5,-120.316,379
1206,Centerville,36.736,-119.496,379
1208,Stirling City,39.906,-121.536,374
1209,Tehama,40.022,-122.127,373
1210,Meridian,39.14,-121.908,371
1211,Davenport,37.018,-122.188,368
1212,Lake Almanor Peninsula,40.281,-121.134,366
1213,Plumas Eureka,39.798,-120.664,364
1214,Mineral,40.376,-121.569,359
1215,Edmundson Acres,35.227,-118.823,357
1216,Trinidad,41.059,-124.143,355
1217,Anchor Bay,38.813,-123.57,352
1219,Rio Oso,38.952,-121.531,350
1218,Manton,40.42,-121.854,350
1220,Nipinnawasee,37.403,-119.729,349
1221,Mesa,37.419,-118.542,348
1222,Oak Shores,35.762,-120.982,348
1223,Dobbins,39.366,-121.213,346
1224,Grangeville,36.344,-119.708,346
1225,Cazadero,38.526,-123.098,340
1226,Cressey,37.421,-120.656,340
1227,Camptonville,39.452,-121.049,339
1228,El Nido,37.132,-120.498,338
1229,Muir Beach,37.865,-122.586,336
1230,Clipper Mills,39.532,-121.167,335
1231,Benton,37.819,-118.484,328
1232,Twain,40.036,-121.04,327
1233,Fiddletown,38.509,-120.76,324
1234,Cromberg,39.868,-120.69,316
1235,Hood,38.369,-121.516,313
1236,Nord,39.774,-121.955,312
1237,Artois,39.633,-122.19,311
1238,Jacumba,32.628,-116.183,307
1239,Grimes,39.074,-121.899,305
1240,Crows Landing,37.395,-121.084,305
1241,Weott,40.323,-123.921,304
1242,Richfield,39.974,-122.173,300
1243,Burnt Ranch,40.811,-123.508,299
1244,Bombay Beach,33.355,-115.731,297
1245,Sierra Brooks,39.643,-120.215,292
1246,Bloomfield,38.318,-122.85,292
1247,Keswick,40.614,-122.461,289
1248,Point Reyes Station,38.085,-122.809,288
1249,Lindcove,36.36,-119.072,287
1250,Pajaro Dunes,36.872,-121.81,284
1251,Monson,36.493,-119.336,283
1252,Canby,41.448,-120.884,282
1253,Yankee Hill,39.701,-121.515,279
1254,Dorrington,38.295,-120.271,278
1255,Fall River Mills,41.007,-121.44,274
1256,East Nicolaus,38.91,-121.544,273
1257,Bowles,36.609,-119.753,272
1258,Monterey Park Tract,37.527,-121.012,272
1259,Smartsville,39.205,-121.293,267
1260,Salton Sea Beach,33.376,-116.012,261
1261,Greenhorn,39.903,-120.759,255
1263,Trowbridge,38.926,-121.515,254
1264,Dillon Beach,38.244,-122.956,254
1262,Albion,39.226,-123.756,254
1265,Trinity Village,40.879,-123.513,253
1266,Fields Landing,40.725,-124.218,251
1267,Swall Meadows,37.506,-118.643,251
1268,Three Rocks,36.505,-120.394,249
1269,Cassel,40.921,-121.551,247
1270,Groveland,37.832,-120.239,247
1271,Elmira,38.352,-121.908,244
1272,Hiouchi,41.794,-124.066,244
1273,Guinda,38.828,-122.198,237
1274,Vallecito,38.074,-120.456,234
1275,Lemon Cove,36.379,-119.031,232
1276,Vina,39.934,-122.052,230
1277,Greenview,41.547,-122.918,229
1278,Dos Palos Y,37.047,-120.639,229
1279,Olancha,36.27,-118.002,229
1280,Mesa Vista,38.81,-119.803,228
1281,Keene,35.233,-118.61,228
1282,Lanare,36.438,-119.932,226
1283,Lake Almanor West,40.234,-121.202,224
1284,Whitley Gardens,35.657,-120.507,224
1285,El Portal,37.674,-119.799,220
1286,Pescadero,37.251,-122.372,219
1287,Manchester,38.974,-123.691,218
1288,Desert Center,33.738,-115.367,216
1289,Victor,38.138,-121.199,215
1290,Cherokee Strip,35.47,-119.262,214
1292,Little River,39.27,-123.782,212
1291,Samoa,40.815,-124.189,212
1293,La Vina,36.88,-120.115,211
1294,Hornbrook,41.908,-122.56,211
1295,Clear Creek,40.302,-121.053,210
1296,Richvale,39.494,-121.751,209
1297,Daphnedale Park,41.509,-120.551,209
1298,Rackerby,39.426,-121.354,208
1299,Milford,40.163,-120.369,206
1300,Litchfield,40.388,-120.381,205
1301,Acampo,38.174,-121.28,204
1302,Industry,34.018,-117.927,202
1303,Big Creek,37.204,-119.249,198
1304,Taylorsville,40.059,-120.839,198
1305,Coffee Creek,41.08,-122.714,197
1306,Bear Valley,37.567,-120.123,197
1307,Yolo,38.74,-121.809,193
1308,Fort Bidwell,41.863,-120.159,192
1309,Winterhaven,32.737,-114.638,192
1312,Iron Horse,39.78,-120.482,191
1313,Rail Road Flat,38.317,-120.491,191
1311,Garey,34.887,-120.314,191
1310,Tomales,38.247,-122.905,191
1314,Amador City,38.419,-120.823,190
1315,Wawona,37.548,-119.64,189
1316,Verdi,39.524,-120.016,188
1317,Valley Home,37.827,-120.914,185
1318,Elk Creek,39.6,-122.538,183
1319,Calpine,39.663,-120.444,182
1320,Proberta,40.076,-122.178,182
1321,Port Costa,38.045,-122.185,180
1322,Courtland,38.333,-121.557,179
1324,North San Juan,39.372,-121.106,178
1323,Dutch Flat,39.208,-120.834,178
1325,Fairhaven,40.788,-124.201,177
1326,Stevinson,37.325,-120.85,177
1327,Philo,39.066,-123.445,175
1328,Chinese Camp,37.87,-120.444,174
1329,Edna,35.211,-120.606,172
1330,Loma Mar,37.266,-122.301,172
1331,Farmington,37.93,-121.004,172
1332,Adin,41.196,-120.949,171
1334,Ruth,40.294,-123.348,170
1333,College City,39.006,-122.007,170
1335,Sierra Village,38.077,-120.162,169
1336,Sisquoc,34.862,-120.294,169
1337,Lodoga,39.304,-122.506,168
1338,Tecopa,35.835,-116.207,168
1339,Tooleville,36.288,-119.115,167
1340,Bluewater,34.176,-114.264,163
1341,Pike,39.428,-121.0,159
1342,Downieville,39.57,-120.821,158
1343,Mettler,35.064,-118.973,157
1345,Alderpoint,40.161,-123.616,156
1344,Bieber,41.125,-121.134,156
1346,Flournoy,39.928,-122.446,155
1347,Trinity Center,40.984,-122.708,154
1348,Waukena,36.136,-119.511,149
1349,Nicolaus,38.898,-121.573,148
1350,Bear Creek,37.297,-120.418,148
1351,Pine Flat,35.874,-118.643,146
1352,Montgomery Creek,40.842,-121.922,145
1353,Casmalia,34.838,-120.531,144
1354,Tupman,35.299,-119.358,144
1355,Timber Cove,38.541,-123.259,141
1356,C-Road,39.763,-120.577,140
1357,Hardwick,36.403,-119.721,138
1358,Cherokee,39.651,-121.534,137
1360,Myers Flat,40.267,-123.874,132
1361,Markleeville,38.684,-119.822,132
1359,Big Bend,41.011,-121.924,132
1362,Hat Creek,40.81,-121.481,129
1363,Volta,37.088,-120.924,128
1364,East Shore,40.245,-121.077,128
1365,Sierra City,39.574,-120.63,126
1366,Topaz,38.659,-119.527,126
